Tidsstempel,Uuid,First name,Last name,Birthday,Gender,Country,Are you willing to be a team leader on your team?,Would you consider yourself a creative thinker?,Do you consider yourself knowledgable about the Bible?,"Are you physically fit and able to play in outdoor activities like outdoor games, obstacle courses, running, sport etc.?","Can you play the guitar, piano or keyboard well?",Have you been in a Christian camp before?,"Are you willing to take a speaking role in the Biblical drama? (Ex. main role, supporting role, narrator etc.)",Will you be able to create and design costumes and props for the drama?,"Are you entitled to be in the team with someone, please write their full name - Example kids needs to be with the parent/guardian or new camper wants to be with someone they know. Leave blank for no.","Please list the full names of people who should not be on your team (e.g., spouse, siblings, best friends, people I see (almost) every day). This will help us create teams that encourage meeting new people, fostering new connections, and promoting teamwork with a more diverse group. Being on a team with familiar faces can limit these opportunities."
2017-05-11 18:41:58,bf2c14a0-3a3c-4a71-bf57-4e2b4991ab9b,Christopher,Good,2005-12-14,Male,Romania,No,Yes,Maybe,Yes,Yes,Yes,Yes,No,,
2022-02-18 05:07:16,4ca9cf07-b1aa-4f6a-aa96-e1e27194eae2,Rebecca,Williams,2008-11-06,Female,French Polynesia,"No, but I can co-lead and help the team leader",Yes,Maybe,Yes,No,No,Yes,Yes,,
2009-02-03 01:36:34,87fa841a-3e83-491f-a544-0fe06e417d47,Robert,Maldonado,1958-12-12,Female,China,"Yes, I am willing to be a team leader",Yes,Maybe,Yes,Yes,Yes,Yes,Yes,,
2002-01-01 14:53:45,aee1e86b-9ea5-46aa-a1ee-6c5bdeef580f,John,Durham,1955-12-16,Female,Kyrgyz Republic,No,Maybe,Maybe,Yes,Yes,Yes,Maybe,No,,
2016-03-07 00:22:55,0267deb3-aab6-42c9-815d-174a75a66981,Rachel,Marshall,1967-08-30,Male,Mayotte,No,Maybe,No,Yes,Yes,Yes,Yes,No,,
2004-01-03 14:26:45,fcd6bdca-5876-4d09-b1fa-f665711533f3,Briana,Fowler,1978-09-25,Female,El Salvador,No,Yes,Maybe,Yes,No,Yes,Yes,No,,
2011-08-03 11:04:51,627b41a1-ffd6-4232-b2ff-e2944d57d880,Melissa,Rodriguez,1975-04-03,Male,Guinea-Bissau,No,Maybe,Yes,No,No,Yes,No,No,,
2014-07-31 11:29:37,059dd55d-4b94-4e30-b303-f438fe2110d0,Tiffany,Barrett,1966-08-06,Female,Mongolia,No,Maybe,Yes,No,No,Yes,Yes,Yes,,
2021-12-10 14:50:16,0c8e29e3-f93e-48d5-bea2-9dfec73f6e1b,Renee,Mcgee,2011-10-28,Male,United Kingdom,No,No,No,No,No,No,No,No,,
2007-04-05 12:17:44,cd4b69a9-9b68-4c88-bae9-09fecc8218da,Michael,Fields,1994-08-28,Female,Philippines,"Yes, I am willing to be a team leader",Yes,Maybe,Yes,No,Yes,Maybe,No,,
2019-03-02 05:19:38,d69d42f1-ae4c-44ff-a8c0-1f05c478f6f1,Derrick,Davis,1995-03-10,Female,Armenia,"No, but I can co-lead and help the team leader",Yes,Maybe,Yes,No,Yes,Maybe,No,,
2007-11-02 04:20:04,5d678bb1-945e-42e4-888a-93ec70d9c9f8,Jessica,Davis,1968-04-07,Female,San Marino,No,Maybe,Yes,Yes,Yes,Yes,No,No,,
2010-07-16 12:36:09,8a16a06c-c958-475e-a1d5-3971336749b5,Nancy,Diaz,1985-01-03,Female,Faroe Islands,No,No,No,No,No,No,No,No,,
2021-01-24 02:33:53,f1b64afe-d31e-4f1a-a9ff-1cae41c8ca8c,Timothy,Drake,2004-10-31,Female,Guadeloupe,No,Yes,Yes,Yes,No,Yes,Yes,Yes,,
2020-05-25 23:59:19,2408a6dc-1346-41a9-b680-2cdb77e490c7,Karen,Perez,1999-02-23,Female,Peru,"No, but I can co-lead and help the team leader",Maybe,Yes,Yes,No,Yes,Yes,Yes,,
2024-11-08 21:40:17,8eac0a33-cdf9-44a7-9882-b5c1f79efd70,Michael,Gibbs,1945-06-28,Female,Mauritania,"No, but I can co-lead and help the team leader",Maybe,Maybe,No,No,Yes,No,No,,
2003-02-19 00:23:55,ac1e86d8-bfbf-497b-ac3e-7b0d5e5ba13d,Jose,James,1996-02-01,Female,Holy See (Vatican City State),"No, but I can co-lead and help the team leader",Yes,Maybe,Yes,No,Yes,Yes,Yes,,
2002-09-30 19:08:39,9e9a9f83-0668-43ee-b8b2-b5493bdbc09e,Nicole,Hoffman,2018-07-01,Male,Cyprus,No,Maybe,Yes,Yes,No,Yes,Yes,No,,
2016-06-05 07:49:45,e8cda0cc-76da-4ca0-92e8-2f38a2a9d4d8,Jacqueline,Banks,1953-10-24,Female,Aruba,No,Maybe,Maybe,Maybe,No,Yes,Yes,No,,
2024-01-01 20:38:41,1dba1267-7e1c-45a1-bef5-18a64dead645,Colton,Clay,1955-05-09,Female,Korea,No,No,No,No,No,Yes,Maybe,No,,
2009-05-30 07:44:27,f22b5b98-b24c-464f-be3e-6e57f30a9e32,Amber,Matthews,2003-03-21,Male,Turks and Caicos Islands,No,No,Yes,Maybe,No,Yes,Maybe,No,,
2010-07-10 19:03:44,9d9b6231-7d45-48ef-956c-e8ea19597b5a,Ricky,Lynn,1947-01-05,Female,Heard Island and McDonald Islands,"No, but I can co-lead and help the team leader",Maybe,No,No,Yes,Yes,No,No,,
2005-07-05 22:41:36,dafec8a9-3c71-40be-b357-956071d79665,Michael,Pollard,1974-02-12,Male,United Arab Emirates,No,Maybe,Maybe,No,No,Yes,Yes,No,,
2024-10-20 10:47:34,46a02a9b-65ec-4acd-8f80-35f55bd20c98,James,Martinez,2013-01-20,Female,Korea,No,Maybe,Maybe,No,No,Yes,Yes,No,,
2002-04-29 07:54:52,98de8ebb-a3b5-4ece-a446-be72364c911a,Tasha,Williams,1971-05-18,Female,Brunei Darussalam,No,Maybe,Maybe,Yes,No,Yes,Yes,Yes,,
2019-12-18 03:24:09,c3e15a85-d46e-4104-9190-6f5034885a46,Angela,Willis,2010-03-22,Female,Djibouti,"No, but I can co-lead and help the team leader",Yes,Yes,Yes,No,Yes,Yes,Yes,,
2008-05-02 00:23:41,989240ac-e689-43a9-89e4-8e8c25c61c45,Aaron,Garrison,1956-01-31,Female,Bulgaria,"No, but I can co-lead and help the team leader",Maybe,Maybe,Yes,No,Yes,Maybe,Yes,,
2013-09-13 22:50:38,a93b12cd-1c24-420e-acab-d7e7cc6b66e5,Michelle,Anderson,1973-05-19,Male,Solomon Islands,No,Yes,Maybe,Yes,No,Yes,Maybe,Yes,,
2006-01-13 08:56:44,43ef2016-2c9b-462e-840a-3aae52e2afd9,Brian,Harmon,1986-12-23,Male,Samoa,No,Yes,Maybe,Yes,No,Yes,Maybe,No,,
2001-08-11 20:21:27,83639007-5cae-4610-872c-1fe372c22a16,Brittney,Hayes,1962-04-23,Male,Nicaragua,"No, but I can co-lead and help the team leader",Maybe,Maybe,Yes,No,Yes,Yes,Yes,,
2001-02-05 18:22:17,a8addf36-ddf2-45eb-a8a3-f341c8819065,Adrienne,Ellis,2022-06-13,Male,Bahamas,No,Maybe,Maybe,No,No,No,No,No,,
2025-04-30 15:20:44,afa415e5-6d20-4496-a6d0-6371d8e88ebb,Daniel,Joseph,1980-04-16,Female,United Arab Emirates,No,Yes,Maybe,Maybe,No,Yes,No,Yes,,
2002-01-18 12:03:08,204e178c-10d0-4d11-a5f9-34bf9bb96155,Joshua,Schultz,1988-10-12,Male,Greece,"No, but I can co-lead and help the team leader",Maybe,Yes,Yes,No,Yes,Yes,No,,
2009-08-29 23:27:32,7426b193-4b7e-4b3c-87d2-92a698eeac2b,William,Jordan,2008-08-08,Female,Brazil,No,Yes,Yes,Yes,No,Yes,Yes,Yes,,
2021-08-18 21:31:23,8d244e3e-c4da-4ddb-a0b1-5abaa6a27967,Jennifer,Lewis,1980-12-09,Male,Denmark,"Yes, I am willing to be a team leader",Yes,Maybe,No,Yes,Yes,Yes,Yes,,
2010-06-30 20:55:53,6a7e4c36-6613-4e69-b418-8109d3d1bf0f,Jessica,Edwards,1969-09-05,Male,Equatorial Guinea,No,Yes,Maybe,Yes,Yes,Yes,Yes,Yes,,
2009-06-29 19:10:29,79699ed2-ec48-4f55-afd3-80c42713582c,Carlos,Decker,1951-12-01,Female,Bhutan,"No, but I can co-lead and help the team leader",Maybe,Yes,Yes,Yes,Yes,Yes,Yes,,
2018-11-20 10:01:38,8e6e5003-214f-4f12-8fd0-1cbd5f65c8ce,Brian,Frye,1989-11-10,Female,Paraguay,"No, but I can co-lead and help the team leader",Maybe,Yes,Yes,Yes,Yes,Yes,Yes,,
2003-02-06 10:33:52,f0ede303-aa53-419c-9fa4-bb9f5a856750,Karen,Parrish,2002-10-08,Female,France,"Yes, I am willing to be a team leader",Yes,Yes,Yes,Yes,Yes,Yes,Yes,,
2015-03-25 15:20:12,81e5c9f6-93f2-47cc-9a85-910d5a057c11,Jason,Douglas,1962-07-12,Male,Botswana,"No, but I can co-lead and help the team leader",Yes,No,Yes,No,No,No,No,,
2008-11-17 17:06:07,c33a1f6c-1d69-4fba-9e18-7b248e676a01,Joshua,Perez,1979-02-14,Male,Monaco,"No, but I can co-lead and help the team leader",Yes,Maybe,Maybe,No,No,Yes,Yes,,
2024-09-19 21:55:53,accb461a-9d13-4363-9f29-4a8bd1846c39,Dawn,Johnson,2019-08-14,Female,Switzerland,"No, but I can co-lead and help the team leader",Maybe,Yes,Yes,No,Yes,Yes,Yes,,
2017-08-03 19:48:19,b3e4110a-45f5-4c52-ae2f-bf77076979d6,Kathryn,Dorsey,1972-10-18,Female,Cocos (Keeling) Islands,"No, but I can co-lead and help the team leader",Yes,Yes,Yes,No,Yes,Yes,Yes,,
2022-01-24 01:05:31,11d059b2-6699-4d99-a847-bce790fa6b57,Donald,Schultz,1946-11-05,Male,San Marino,No,Yes,Maybe,Yes,No,Yes,Yes,Yes,,
2013-06-15 18:43:40,5744f596-7422-4167-ab7a-2460604e46cb,Eric,Collins,1970-08-21,Male,Western Sahara,"Yes, I am willing to be a team leader",Yes,Yes,Yes,No,Yes,Yes,Yes,,
2014-05-25 14:27:45,27d415b6-0d77-45a0-a222-b6a615bfbe97,Eric,Williamson,1998-12-15,Female,Faroe Islands,No,Maybe,Maybe,No,No,No,No,No,,
2011-03-29 07:45:31,7129cec7-9b69-454d-bc54-535f6c8c3b6a,Robert,Lewis,1985-11-11,Male,Guatemala,"Yes, I am willing to be a team leader",Yes,Maybe,Yes,No,Yes,Yes,Yes,,
2010-11-27 00:50:16,97d7a560-adb1-4670-ad9f-b00d4882d73c,Tommy,Estrada,1948-01-16,Male,Indonesia,No,Yes,No,Yes,No,Yes,Maybe,Yes,,
2024-12-20 15:01:19,4d29d1ab-3455-42f7-81f7-c7ec0e0630cd,Sierra,Saunders,2006-04-05,Male,French Guiana,"No, but I can co-lead and help the team leader",Maybe,Maybe,Yes,No,Yes,Maybe,Yes,,
2008-04-27 23:10:56,6e3f683a-bf3c-4140-bf54-a51101fa964e,Gregory,James,2001-05-12,Male,Macao,"No, but I can co-lead and help the team leader",No,Maybe,Yes,No,Yes,Maybe,No,,
2014-03-04 10:11:19,12738a23-5aaa-432f-8e63-22b6ab05347f,Randy,Harmon,1979-09-12,Male,Kuwait,"No, but I can co-lead and help the team leader",Yes,Yes,Yes,Yes,Yes,Yes,Yes,,
2023-05-14 07:46:13,6de59332-9364-43d0-9024-bdc6dcb33df3,Ashley,Mckinney,1978-03-13,Female,Brazil,"Yes, I am willing to be a team leader",Yes,Yes,Maybe,Yes,Yes,No,Yes,,
2010-04-10 12:23:09,cd2372c2-2bff-417b-9324-01fcf758dce2,Stacey,Stevens,2000-03-22,Female,Guyana,No,Maybe,No,Yes,No,Yes,No,No,,
2002-03-27 11:59:42,6f887f28-3e49-4d09-9b19-d8b8d8302081,Brianna,Warren,1976-06-02,Male,Georgia,"No, but I can co-lead and help the team leader",Yes,Yes,Yes,No,Yes,Yes,Yes,,
2018-12-01 16:22:38,2b0abedd-c774-44cb-9543-fc3c38b8f24e,Charles,Schultz,1987-05-05,Female,Congo,"No, but I can co-lead and help the team leader",Yes,Yes,Yes,Yes,Yes,Yes,Yes,,
2022-12-24 03:10:04,f54e2019-ba35-444e-99e1-ac095970a859,Lori,Briggs,1963-07-03,Male,Cameroon,"Yes, I am willing to be a team leader",Yes,Yes,Yes,No,Yes,Yes,Yes,,
2006-06-29 11:27:07,c29d782b-2722-496e-9a36-d1ec2c6a6e9a,Katherine,Jones,2021-06-01,Female,Niue,No,Yes,Maybe,Yes,No,Yes,Yes,Yes,,
2012-07-13 20:41:32,9458054e-c287-4f06-9050-f7efc1235c91,Shane,Glass,1990-02-01,Female,North Macedonia,"No, but I can co-lead and help the team leader",Yes,Yes,Yes,Yes,Yes,Yes,Yes,,
2025-01-08 22:54:58,a09151e0-f891-40c3-9d3f-487e52bdc661,Leslie,Gonzales,1982-05-07,Male,Norfolk Island,"No, but I can co-lead and help the team leader",Maybe,Maybe,Yes,No,No,Maybe,Yes,,
2007-09-06 13:12:34,5a18e2a3-0e61-4bcd-9767-490046510367,William,Collins,1980-12-19,Male,Azerbaijan,No,Maybe,No,Yes,No,Yes,Maybe,Yes,,
2009-05-09 06:07:38,dd3f7d7e-a508-4c95-93a4-a492497de16d,Tiffany,Davis,1992-06-25,Male,Hungary,No,Yes,No,Yes,No,No,No,No,,
2011-09-26 21:35:47,bd29ede9-cab4-423b-b448-83858de7ad6c,Paula,Cole,2009-12-16,Female,Pakistan,No,No,No,No,No,No,No,No,,
2004-10-09 23:43:12,269ed4c9-8059-4b93-b9c2-d2e49ae1a991,Susan,Hayes,2010-01-19,Female,Taiwan,No,No,No,No,No,No,No,No,,
2008-09-16 20:37:15,a56895c6-812a-4f9b-9596-9802b6dd6257,Gerald,Wright,1979-10-28,Female,Kazakhstan,No,Yes,No,Yes,No,No,No,No,,
2013-04-17 08:31:19,5f733a3e-5d28-4aa4-a8a3-97799c1c3517,Samantha,Hughes,2007-02-04,Female,Philippines,"No, but I can co-lead and help the team leader",Yes,Yes,Yes,No,Yes,No,Yes,,
2015-03-02 06:03:55,55ab946d-a5b5-4dc2-a181-c85eca0ac6ac,Cameron,Davis,1999-04-24,Male,Finland,"Yes, I am willing to be a team leader",Yes,Yes,Yes,No,Yes,Yes,No,,
2006-05-23 16:09:59,e806133c-f6e3-4356-a814-9562da003f16,Carrie,Hernandez,1950-12-19,Male,Panama,No,Yes,Yes,Yes,No,Yes,No,Yes,,
2003-08-03 07:06:27,a7f333b3-f7ba-455e-8f6b-58c8598ddaec,Holly,Myers,1992-07-24,Female,Wallis and Futuna,No,Yes,Yes,Yes,Yes,Yes,Yes,No,,
2002-02-23 21:34:33,caaa5bbe-a4bb-4962-a06e-0e1c8f158449,Mark,Anderson,2001-04-17,Male,Yemen,No,No,No,Yes,No,Yes,No,No,,
2016-03-21 02:50:58,3eb13b90-4668-4257-bdd6-40fb06671ad1,Jeffrey,Doyle,1999-03-06,Male,Uganda,No,Maybe,Yes,No,No,Yes,No,No,,
2013-10-31 16:12:40,07a0ca6e-0822-48f3-ac03-1199972a8469,Clayton,Hall,1993-02-15,Female,Monaco,No,Maybe,Yes,No,No,Yes,Yes,Yes,,
2005-01-16 04:16:01,6b65a6a4-8b81-48f6-b38a-088ca65ed389,Jeffrey,Lawrence,2009-12-05,Male,Albania,No,No,No,No,No,No,No,No,,
2019-04-01 03:32:54,571aa876-6c30-4511-b2b9-437a28df6ec4,Joshua,Lewis,2006-03-16,Male,Bosnia and Herzegovina,"Yes, I am willing to be a team leader",Yes,Maybe,Yes,No,Yes,Maybe,No,,
2002-05-09 06:22:19,580d7b71-d8f5-4413-9be6-128e18c26797,Cassandra,Roman,2003-06-22,Female,Mauritania,"No, but I can co-lead and help the team leader",Yes,Maybe,Yes,No,Yes,Maybe,No,,
2003-03-02 11:32:47,8d5288f1-142c-4fe8-a0e7-a113ec1b8ca1,Kelly,Fuller,2016-02-01,Female,Guyana,No,Maybe,Yes,Yes,Yes,Yes,No,No,,
2014-08-24 00:19:37,a9488d99-0bbb-4599-91ce-5dd2b45ed1f0,Jeremy,Roberts,1950-10-29,Female,Djibouti,No,No,No,No,No,No,No,No,,
2021-12-23 17:45:40,a2bc372f-7412-4293-8729-4739614ff3d7,Mary,Martin,1973-02-20,Female,Paraguay,No,Yes,Yes,Yes,No,Yes,Yes,Yes,,
2006-10-09 11:28:45,12476f57-a5e5-45ab-aefc-fad8efc89849,Chelsea,Jackson,2003-06-04,Female,Central African Republic,"No, but I can co-lead and help the team leader",Maybe,Yes,Yes,No,Yes,Yes,Yes,,
2011-09-22 17:13:17,a3d70628-ece6-4fa2-bd51-66e6451b4cf3,Hailey,Robinson,1970-08-18,Female,Seychelles,"No, but I can co-lead and help the team leader",Maybe,Maybe,No,No,Yes,No,No,,
2019-09-07 10:22:21,ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,Leslie,Adams,1961-06-14,Male,Western Sahara,"No, but I can co-lead and help the team leader",Yes,Maybe,Yes,No,Yes,Yes,Yes,,
2014-05-21 18:31:31,a7cad415-366e-416f-908e-bad7b7c93acf,Victor,Wilkerson,1996-06-07,Female,Cambodia,No,Maybe,Yes,Yes,No,Yes,Yes,No,,
2006-09-20 01:03:29,89fa6a68-8fb5-427b-beb7-99193f22faf8,Jose,Richards,2017-02-01,Male,Iran,No,Maybe,Maybe,Maybe,No,Yes,Yes,No,,
2009-03-07 19:12:42,827050a8-2369-4584-bf5e-9ff0ff50bde4,Trevor,Campos,2014-02-10,Female,Cape Verde,No,No,No,No,No,Yes,Maybe,No,,
2015-12-01 02:53:06,98ae4334-6c12-4ce8-ae34-0454cac5b68c,Bryan,James,2025-01-18,Male,Marshall Islands,No,No,Yes,Maybe,No,Yes,Maybe,No,,
2006-05-18 06:50:03,02f06b90-f143-462f-9c5c-0eed8da0365b,Erin,Wilson,2016-01-12,Female,Sao Tome and Principe,"No, but I can co-lead and help the team leader",Maybe,No,No,Yes,Yes,No,No,,
2006-10-08 01:32:28,4b22d308-1c8e-4ee9-9715-bd6fa4161293,Ryan,Chavez,2021-08-15,Male,Turkey,No,Maybe,Maybe,No,No,Yes,Yes,No,,
2018-04-03 15:35:10,2dbc2134-c30f-446e-8026-695ff8cda88b,William,Rodriguez,1995-01-05,Female,Tajikistan,No,Maybe,Maybe,No,No,Yes,Yes,No,,
2016-03-16 16:43:09,5fb8d16c-2720-497d-b2eb-d6899be578c7,Kathryn,Ryan,2007-06-07,Female,Marshall Islands,No,Maybe,Maybe,Yes,No,Yes,Yes,Yes,,
2023-04-19 14:20:00,04fc6d82-7d15-4385-92fb-e43b99546eb4,Daniel,Cox,2024-03-04,Male,Sri Lanka,"No, but I can co-lead and help the team leader",Yes,Yes,Yes,No,Yes,Yes,Yes,,
2007-10-20 00:52:20,913e4de2-e0c5-4cb8-bda9-c2a90ed42f1a,Stacey,Miller,1983-09-24,Male,Bangladesh,"No, but I can co-lead and help the team leader",Maybe,Maybe,Yes,No,Yes,Maybe,Yes,,
2024-10-21 18:22:16,20de435d-2031-4750-840d-b9b4885f6e66,Donna,Arroyo,1957-09-27,Male,Marshall Islands,No,Yes,Maybe,Yes,No,Yes,Maybe,Yes,,
2022-02-16 20:37:33,edcd465e-3638-4821-b6e0-7cc06c52c49f,Amber,Blair,1960-08-28,Female,Georgia,No,Yes,Maybe,Yes,No,Yes,Maybe,No,,
2010-02-13 13:22:25,702753a1-5f98-4c71-a65e-688eabf3ad39,Rachel,Hayes,1964-06-11,Female,Bahrain,"No, but I can co-lead and help the team leader",Maybe,Maybe,Yes,No,Yes,Yes,Yes,,
2008-07-29 06:32:28,96a402f2-3ae8-4c93-8dcd-cd03969b6662,Jeffrey,Jones,1995-06-26,Male,Denmark,No,Maybe,Maybe,No,No,No,No,No,,
2001-09-16 10:42:19,1223b513-5496-463c-9c11-10c1080aadfb,Willie,Ramirez,1983-09-06,Female,Mauritius,No,Yes,Maybe,Maybe,No,Yes,No,Yes,,
2003-05-10 20:00:56,93829b43-922f-415a-a1e3-db63ef7ddc76,Thomas,Mueller,2009-10-08,Male,Comoros,"No, but I can co-lead and help the team leader",Maybe,Yes,Yes,No,Yes,Yes,No,,
2002-05-23 21:40:48,6c6fa611-5ab3-4edf-ae59-5ed3a8b317fa,Robert,Shields,1948-10-01,Female,Palau,No,Yes,Yes,Yes,No,Yes,Yes,Yes,,
2024-12-18 00:40:33,ba6c34ab-6712-403a-8f84-4fef1931e9ee,Matthew,Hensley,1964-07-03,Male,Comoros,"Yes, I am willing to be a team leader",Yes,Maybe,No,Yes,Yes,Yes,Yes,,
2013-08-08 13:04:01,474ebc19-2ef9-4276-ac00-6f6123e2fcb4,Steven,Baxter,1950-06-21,Female,Sri Lanka,No,Yes,Maybe,Yes,Yes,Yes,Yes,Yes,,
2021-11-06 04:04:22,a6f2f7b8-0cf3-4b58-9910-8be58ce21ea3,Yvette,Huff,2022-11-07,Male,Vanuatu,"No, but I can co-lead and help the team leader",Maybe,Yes,Yes,Yes,Yes,Yes,Yes,,
2019-02-11 14:00:05,7c52fa17-680a-407a-aa93-5d623c835dc0,Timothy,Hancock,2017-06-17,Female,Chad,"No, but I can co-lead and help the team leader",Maybe,Yes,Yes,Yes,Yes,Yes,Yes,,
2009-08-12 02:02:12,ed3049cf-43e4-48fc-a3f2-ae24fc3d3348,Kristen,Gibson,1978-08-17,Male,Saint Martin,"Yes, I am willing to be a team leader",Yes,Yes,Yes,Yes,Yes,Yes,Yes,,
2025-04-01 07:49:00,7c967f79-b7e9-4aca-a970-65e18e46d534,Eric,Phillips,2022-10-30,Male,Mozambique,"No, but I can co-lead and help the team leader",Yes,No,Yes,No,No,No,No,,
2018-08-30 09:48:32,0ea2622b-5048-47ba-bf7b-539b0f9aea4b,Brendan,Woods,2018-11-01,Male,Marshall Islands,"No, but I can co-lead and help the team leader",Yes,Maybe,Maybe,No,No,Yes,Yes,,
2003-12-29 13:44:00,d9f195d0-1482-4f53-8201-0c62f5f59b22,Jacob,Larson,1999-01-21,Male,Dominica,"No, but I can co-lead and help the team leader",Maybe,Yes,Yes,No,Yes,Yes,Yes,,
2010-03-29 20:56:48,3f07f814-91d6-4f78-a3e9-de99f10c718b,Beth,Williams,1951-01-02,Female,Palestinian Territory,"No, but I can co-lead and help the team leader",Yes,Yes,Yes,No,Yes,Yes,Yes,,
2014-10-21 13:38:01,42c18a62-ef48-48d5-90fd-9d3f85d51695,James,Moran,1963-09-12,Female,Indonesia,No,Yes,Maybe,Yes,No,Yes,Yes,Yes,,
2003-04-27 13:15:25,50f0fd0a-750c-4b75-8ccc-9bc2a53f8a28,Sarah,Walls,1945-02-12,Female,Nigeria,"Yes, I am willing to be a team leader",Yes,Yes,Yes,No,Yes,Yes,Yes,,
2025-04-29 09:56:15,89a2688b-12c1-46e0-9998-5f15ff002d4d,Jason,Baker,2019-12-16,Female,Turkmenistan,No,Maybe,Maybe,No,No,No,No,No,,
2001-09-29 07:59:46,286218b8-48f4-4f12-9e99-53d23e896c64,Samuel,Daniels,1968-11-12,Female,Sri Lanka,"Yes, I am willing to be a team leader",Yes,Maybe,Yes,No,Yes,Yes,Yes,,
2016-08-02 21:59:14,8dfa6a56-d12d-4c9a-aaf9-15310200b1f0,Kevin,Alvarado,2020-06-01,Female,Burkina Faso,No,Yes,No,Yes,No,Yes,Maybe,Yes,,
2006-09-16 04:56:57,8da01097-be0f-451b-9b66-b5a9e3c43657,Eric,Campbell,1961-06-04,Male,Guam,"No, but I can co-lead and help the team leader",Maybe,Maybe,Yes,No,Yes,Maybe,Yes,,
2005-03-01 06:35:42,81627cf1-4394-42e6-9a58-7e8aa25d6b29,Tracy,Whitehead,2012-11-23,Male,Bermuda,"No, but I can co-lead and help the team leader",No,Maybe,Yes,No,Yes,Maybe,No,,
2016-02-02 11:25:45,00e85ece-0b49-452d-86d4-83f3d450281c,Matthew,Anderson,2023-09-23,Female,Central African Republic,"No, but I can co-lead and help the team leader",Yes,Yes,Yes,Yes,Yes,Yes,Yes,,
2018-10-20 07:21:34,8f9797b0-6d7c-43c9-b4a6-9f3c8d3aed99,Alec,Jones,2015-11-23,Male,United Kingdom,"Yes, I am willing to be a team leader",Yes,Yes,Maybe,Yes,Yes,No,Yes,,
2003-10-12 22:45:24,951f58d0-5e84-4058-95a8-04eb093923de,Angela,Jordan,1947-10-02,Female,Haiti,No,Maybe,No,Yes,No,Yes,No,No,,
2022-10-20 19:46:07,0a368ce7-dc57-4131-b8e1-daa7cbceabde,Rachel,Clark,1964-07-29,Female,Bosnia and Herzegovina,"No, but I can co-lead and help the team leader",Yes,Yes,Yes,No,Yes,Yes,Yes,,
2008-12-20 17:43:01,6808593f-dfed-4c43-a256-a6dc8f5486b7,Terri,Brady,2019-05-08,Male,Dominica,"No, but I can co-lead and help the team leader",Yes,Yes,Yes,Yes,Yes,Yes,Yes,,
2021-12-06 08:11:15,2d534dd0-cf8e-4c5a-8cc5-6569f9e8a369,Nicole,Johnson,2004-01-10,Female,Grenada,"Yes, I am willing to be a team leader",Yes,Yes,Yes,No,Yes,Yes,Yes,,
2019-11-05 14:27:09,dd334cc7-ab7f-489a-8d5f-4822696608aa,Jill,Wright,1957-04-04,Male,Reunion,No,Yes,Maybe,Yes,No,Yes,Yes,Yes,,
2002-09-28 11:27:05,787f2425-dbcc-4477-89e9-db0adf465290,Jeffrey,Velasquez,1981-08-25,Female,Gambia,"No, but I can co-lead and help the team leader",Yes,Yes,Yes,Yes,Yes,Yes,Yes,,
2020-10-24 01:13:00,060edf5b-3911-4497-ba43-b2badf0f06cb,Donna,Ross,1966-12-06,Female,Bangladesh,"No, but I can co-lead and help the team leader",Maybe,Maybe,Yes,No,No,Maybe,Yes,,
2024-07-10 23:16:17,8268690b-a438-45b5-99e4-b6714774bc58,Ricardo,Zavala,1987-10-18,Male,Wallis and Futuna,No,Maybe,No,Yes,No,Yes,Maybe,Yes,,
2000-09-12 17:04:41,2db69edb-42de-4fcc-b86c-2ca2e08596db,Beverly,Terrell,1947-06-18,Female,Nepal,No,Yes,No,Yes,No,No,No,No,,
2011-01-09 02:48:55,6fb78271-504d-481f-8953-5b63ba81edd9,Catherine,Dixon,1975-07-26,Male,Morocco,No,No,No,No,No,No,No,No,,
2004-10-27 00:41:58,006ed6e3-6fa1-4735-b572-f3d00b5cea6a,April,Drake,1999-12-31,Female,Wallis and Futuna,No,No,No,No,No,No,No,No,,
2018-10-26 23:16:10,6e6981a3-5d3d-4e56-b270-e4faabae4f43,Chad,Beck,1971-02-09,Male,Germany,No,Yes,No,Yes,No,No,No,No,,
2016-10-29 02:35:32,4ce1eb90-e669-4833-b841-d0a01fe771d6,William,Estrada,1970-10-14,Male,Qatar,"No, but I can co-lead and help the team leader",Yes,Yes,Yes,No,Yes,No,Yes,,
2007-07-02 03:59:53,aa38d0a1-6ba2-4efe-b11c-6eb62095eef6,Shelby,Byrd,2017-06-28,Male,Nicaragua,"Yes, I am willing to be a team leader",Yes,Yes,Yes,No,Yes,Yes,No,,
2014-06-08 14:36:04,001a9a8b-d56f-4350-8c45-9ce267f48ad5,Kevin,Clark,2008-01-04,Female,New Caledonia,No,Yes,Yes,Yes,No,Yes,No,Yes,,
2016-08-09 16:09:04,acf5e81e-7131-4269-b118-e36477097749,Jason,Kennedy,2017-05-11,Male,South Africa,No,Yes,Yes,Yes,Yes,Yes,Yes,No,,
2018-09-01 11:40:32,83f4a9a9-48a6-49d0-95b5-2908a8aa7158,Elizabeth,Harvey,1951-12-05,Female,Zambia,No,No,No,Yes,No,Yes,No,No,,
2019-01-20 02:16:03,ce7ae7f6-3982-4cff-8f77-a665ac3c5640,James,Johnson,1964-03-12,Male,Lebanon,No,No,No,No,No,No,No,No,,
