Tidsstempel,Uuid,First name,Last name,Birthday,Gender,Country,Are you willing to be a team leader on your team?,Would you consider yourself a creative thinker?,Do you consider yourself knowledgable about the Bible?,"Are you physically fit and able to play in outdoor activities like outdoor games, obstacle courses, running, sport etc.?","Can you play the guitar, piano or keyboard well?",Have you been in a Christian camp before?,"Are you willing to take a speaking role in the Biblical drama? (Ex. main role, supporting role, narrator etc.)",Will you be able to create and design costumes and props for the drama?,"Are you entitled to be in the team with someone, please write their full name - Example kids needs to be with the parent/guardian or new camper wants to be with someone they know. Leave blank for no.","Please list the full names of people who should not be on your team (e.g., spouse, siblings, best friends, people I see (almost) every day). This will help us create teams that encourage meeting new people, fostering new connections, and promoting teamwork with a more diverse group. Being on a team with familiar faces can limit these opportunities."
2017-05-12 10:22:08,bf2c14a0-3a3c-4a71-bf57-4e2b4991ab9b,Christopher,Good,2005-12-15,Male,Romania,"No, but I can co-lead and help the team leader",Maybe,Yes,Yes,Yes,Yes,Yes,Yes,,
2022-02-19 01:05:57,4ca9cf07-b1aa-4f6a-aa96-e1e27194eae2,Rebecca,Williams,2008-11-07,Female,French Polynesia,"Yes, I am willing to be a team leader",Yes,Yes,Yes,Yes,Yes,Yes,Yes,,
2009-02-03 09:49:00,87fa841a-3e83-491f-a544-0fe06e417d47,Robert,Maldonado,1958-12-13,Male,China,"No, but I can co-lead and help the team leader",Yes,No,Yes,No,No,No,No,,
2002-01-01 16:42:14,aee1e86b-9ea5-46aa-a1ee-6c5bdeef580f,John,Durham,1955-12-17,Male,Kyrgyz Republic,"No, but I can co-lead and help the team leader",Yes,Maybe,Maybe,No,No,Yes,Yes,,
2016-03-07 14:59:13,0267deb3-aab6-42c9-815d-174a75a66981,Rachel,Marshall,1967-08-31,Female,Mayotte,"No, but I can co-lead and help the team leader",Maybe,Yes,Yes,No,Yes,Yes,Yes,,
2004-01-03 18:03:46,fcd6bdca-5876-4d09-b1fa-f665711533f3,Briana,Fowler,1978-09-26,Female,El Salvador,"No, but I can co-lead and help the team leader",Yes,Yes,Yes,No,Yes,Yes,Yes,,
2011-08-03 21:32:25,627b41a1-ffd6-4232-b2ff-e2944d57d880,Melissa,Rodriguez,1975-04-04,Female,Guinea-Bissau,No,Yes,Maybe,Yes,No,Yes,Yes,Yes,,
2014-08-01 00:39:15,059dd55d-4b94-4e30-b303-f438fe2110d0,Tiffany,Barrett,1966-08-07,Male,Mongolia,"Yes, I am willing to be a team leader",Yes,Yes,Yes,No,Yes,Yes,Yes,,
2021-12-11 10:38:37,0c8e29e3-f93e-48d5-bea2-9dfec73f6e1b,Renee,Mcgee,2011-10-29,Female,United Kingdom,No,Maybe,Maybe,No,No,No,No,No,,
2007-04-05 18:50:53,cd4b69a9-9b68-4c88-bae9-09fecc8218da,Michael,Fields,1994-08-29,Male,Philippines,"Yes, I am willing to be a team leader",Yes,Maybe,Yes,No,Yes,Yes,Yes,,
2019-03-02 22:37:35,d69d42f1-ae4c-44ff-a8c0-1f05c478f6f1,Derrick,Davis,1995-03-11,Female,Armenia,No,Yes,No,Yes,No,Yes,Maybe,Yes,,
2007-11-02 11:24:27,5d678bb1-945e-42e4-888a-93ec70d9c9f8,Jessica,Davis,1968-04-08,Male,San Marino,"No, but I can co-lead and help the team leader",Maybe,Maybe,Yes,No,Yes,Maybe,Yes,,
2010-07-16 22:06:56,8a16a06c-c958-475e-a1d5-3971336749b5,Nancy,Diaz,1985-01-04,Male,Faroe Islands,"No, but I can co-lead and help the team leader",No,Maybe,Yes,No,Yes,Maybe,No,,
2021-01-24 21:34:43,f1b64afe-d31e-4f1a-a9ff-1cae41c8ca8c,Timothy,Drake,2004-11-01,Female,Guadeloupe,"No, but I can co-lead and help the team leader",Yes,Yes,Yes,Yes,Yes,Yes,Yes,,
2020-05-26 18:24:06,2408a6dc-1346-41a9-b680-2cdb77e490c7,Karen,Perez,1999-02-24,Female,Peru,"Yes, I am willing to be a team leader",Yes,Yes,Maybe,Yes,Yes,No,Yes,,
2024-11-09 20:06:27,8eac0a33-cdf9-44a7-9882-b5c1f79efd70,Michael,Gibbs,1945-06-29,Female,Mauritania,No,Maybe,No,Yes,No,Yes,No,No,,
2003-02-19 03:13:42,ac1e86d8-bfbf-497b-ac3e-7b0d5e5ba13d,Jose,James,1996-02-02,Female,Holy See (Vatican City State),"No, but I can co-lead and help the team leader",Yes,Yes,Yes,No,Yes,Yes,Yes,,
2002-09-30 21:37:29,9e9a9f83-0668-43ee-b8b2-b5493bdbc09e,Nicole,Hoffman,2018-07-02,Female,Cyprus,"No, but I can co-lead and help the team leader",Yes,Yes,Yes,Yes,Yes,Yes,Yes,,
2016-06-05 22:39:26,e8cda0cc-76da-4ca0-92e8-2f38a2a9d4d8,Jacqueline,Banks,1953-10-25,Female,Aruba,"Yes, I am willing to be a team leader",Yes,Yes,Yes,No,Yes,Yes,Yes,,
2024-01-02 18:18:35,1dba1267-7e1c-45a1-bef5-18a64dead645,Colton,Clay,1955-05-10,Female,Korea,No,Yes,Maybe,Yes,No,Yes,Yes,Yes,,
2009-05-30 16:14:06,f22b5b98-b24c-464f-be3e-6e57f30a9e32,Amber,Matthews,2003-03-22,Male,Turks and Caicos Islands,"No, but I can co-lead and help the team leader",Yes,Yes,Yes,Yes,Yes,Yes,Yes,,
2010-07-11 04:33:40,9d9b6231-7d45-48ef-956c-e8ea19597b5a,Ricky,Lynn,1947-01-06,Female,Heard Island and McDonald Islands,"No, but I can co-lead and help the team leader",Maybe,Maybe,Yes,No,No,Maybe,Yes,,
2005-07-06 03:40:04,dafec8a9-3c71-40be-b357-956071d79665,Michael,Pollard,1974-02-13,Male,United Arab Emirates,No,Maybe,No,Yes,No,Yes,Maybe,Yes,,
2024-10-21 09:10:50,46a02a9b-65ec-4acd-8f80-35f55bd20c98,James,Martinez,2013-01-21,Female,Korea,No,Yes,No,Yes,No,No,No,No,,
2002-04-29 10:00:48,98de8ebb-a3b5-4ece-a446-be72364c911a,Tasha,Williams,1971-05-19,Male,Brunei Darussalam,No,No,No,No,No,No,No,No,,
2019-12-18 21:25:14,c3e15a85-d46e-4104-9190-6f5034885a46,Angela,Willis,2010-03-23,Male,Djibouti,No,No,No,No,No,No,No,No,,
2008-05-02 07:55:02,989240ac-e689-43a9-89e4-8e8c25c61c45,Aaron,Garrison,1956-02-01,Male,Bulgaria,No,Yes,No,Yes,No,No,No,No,,
2013-09-14 11:12:44,a93b12cd-1c24-420e-acab-d7e7cc6b66e5,Michelle,Anderson,1973-05-20,Male,Solomon Islands,"No, but I can co-lead and help the team leader",Yes,Yes,Yes,No,Yes,No,Yes,,
2006-01-13 14:23:35,43ef2016-2c9b-462e-840a-3aae52e2afd9,Brian,Harmon,1986-12-24,Male,Samoa,"Yes, I am willing to be a team leader",Yes,Yes,Yes,No,Yes,Yes,No,,
2001-08-11 21:48:46,83639007-5cae-4610-872c-1fe372c22a16,Brittney,Hayes,1962-04-24,Male,Nicaragua,No,Yes,Yes,Yes,No,Yes,No,Yes,,
2001-02-05 19:21:51,a8addf36-ddf2-45eb-a8a3-f341c8819065,Adrienne,Ellis,2022-06-14,Male,Bahamas,No,Yes,Yes,Yes,Yes,Yes,Yes,No,,
2025-05-01 14:12:31,afa415e5-6d20-4496-a6d0-6371d8e88ebb,Daniel,Joseph,1980-04-17,Female,United Arab Emirates,No,No,No,Yes,No,Yes,No,No,,
2002-01-18 13:54:07,204e178c-10d0-4d11-a5f9-34bf9bb96155,Joshua,Schultz,1988-10-13,Female,Greece,No,No,No,No,No,No,No,No,,
2009-08-30 08:10:47,7426b193-4b7e-4b3c-87d2-92a698eeac2b,William,Jordan,2008-08-09,Female,Brazil,No,Maybe,Yes,Yes,No,Yes,Maybe,No,,
2021-08-19 17:02:52,8d244e3e-c4da-4ddb-a0b1-5abaa6a27967,Jennifer,Lewis,1980-12-10,Female,Denmark,No,Yes,Yes,Yes,No,Yes,Yes,No,,
2010-07-01 06:24:20,6a7e4c36-6613-4e69-b418-8109d3d1bf0f,Jessica,Edwards,1969-09-06,Male,Equatorial Guinea,"Yes, I am willing to be a team leader",Yes,Yes,Yes,No,Yes,Yes,Yes,,
2009-06-30 03:44:40,79699ed2-ec48-4f55-afd3-80c42713582c,Carlos,Decker,1951-12-02,Male,Bhutan,No,Yes,Maybe,Yes,No,Yes,Yes,No,,
2018-11-21 03:04:29,8e6e5003-214f-4f12-8fd0-1cbd5f65c8ce,Brian,Frye,1989-11-11,Female,Paraguay,No,Yes,No,Yes,No,Yes,Maybe,No,,
2003-02-06 13:21:47,f0ede303-aa53-419c-9fa4-bb9f5a856750,Karen,Parrish,2002-10-09,Female,France,No,Maybe,No,Yes,No,No,No,No,,
2015-03-26 05:04:59,81e5c9f6-93f2-47cc-9a85-910d5a057c11,Jason,Douglas,1962-07-13,Female,Botswana,No,Maybe,Maybe,Yes,No,Yes,No,Yes,,
2008-11-18 01:07:04,c33a1f6c-1d69-4fba-9e18-7b248e676a01,Joshua,Perez,1979-02-15,Female,Monaco,No,Maybe,No,Yes,No,Yes,Yes,Yes,,
2024-09-20 20:14:38,accb461a-9d13-4363-9f29-4a8bd1846c39,Dawn,Johnson,2019-08-15,Female,Switzerland,No,Maybe,Yes,Maybe,No,Yes,Maybe,No,,
2017-08-04 11:40:57,b3e4110a-45f5-4c52-ae2f-bf77076979d6,Kathryn,Dorsey,1972-10-19,Female,Cocos (Keeling) Islands,"No, but I can co-lead and help the team leader",No,No,Yes,No,No,Maybe,No,,
2022-01-24 21:00:27,11d059b2-6699-4d99-a847-bce790fa6b57,Donald,Schultz,1946-11-06,Female,San Marino,No,Yes,Yes,Yes,No,Yes,Maybe,Yes,,
2013-06-16 06:52:24,5744f596-7422-4167-ab7a-2460604e46cb,Eric,Collins,1970-08-22,Female,Western Sahara,"No, but I can co-lead and help the team leader",Maybe,Yes,Yes,Yes,Yes,Maybe,Yes,,
2014-05-26 03:27:28,27d415b6-0d77-45a0-a222-b6a615bfbe97,Eric,Williamson,1998-12-16,Male,Faroe Islands,No,No,Maybe,Maybe,No,Yes,No,No,,
2011-03-29 17:54:14,7129cec7-9b69-454d-bc54-535f6c8c3b6a,Robert,Lewis,1985-11-12,Male,Guatemala,"No, but I can co-lead and help the team leader",Yes,Yes,Yes,Yes,Yes,Maybe,Yes,,
2010-11-27 10:40:51,97d7a560-adb1-4670-ad9f-b00d4882d73c,Tommy,Estrada,1948-01-17,Female,Indonesia,"No, but I can co-lead and help the team leader",Maybe,Yes,Yes,Yes,Yes,Maybe,No,,
2024-12-21 13:33:40,4d29d1ab-3455-42f7-81f7-c7ec0e0630cd,Sierra,Saunders,2006-04-06,Male,French Guiana,"No, but I can co-lead and help the team leader",Maybe,Maybe,No,No,Yes,Maybe,No,,
2008-04-28 06:41:41,6e3f683a-bf3c-4140-bf54-a51101fa964e,Gregory,James,2001-05-13,Female,Macao,No,Maybe,Yes,No,Yes,Yes,No,No,,
2014-03-04 22:58:51,12738a23-5aaa-432f-8e63-22b6ab05347f,Randy,Harmon,1979-09-13,Male,Kuwait,No,Maybe,Yes,No,Yes,Yes,No,No,,
2023-05-15 04:51:38,6de59332-9364-43d0-9024-bdc6dcb33df3,Ashley,Mckinney,1978-03-14,Male,Brazil,No,Yes,Yes,Maybe,No,Yes,No,No,,
2010-04-10 21:39:33,cd2372c2-2bff-417b-9324-01fcf758dce2,Stacey,Stevens,2000-03-23,Male,Guyana,No,Maybe,Maybe,Yes,No,Yes,Maybe,No,,
2002-03-27 14:00:46,6f887f28-3e49-4d09-9b19-d8b8d8302081,Brianna,Warren,1976-06-03,Male,Georgia,No,Maybe,Maybe,Yes,No,Yes,Maybe,No,,
2018-12-02 09:27:10,2b0abedd-c774-44cb-9543-fc3c38b8f24e,Charles,Schultz,1987-05-06,Male,Congo,No,Yes,Yes,No,No,Yes,No,No,,
2022-12-24 23:54:33,f54e2019-ba35-444e-99e1-ac095970a859,Lori,Briggs,1963-07-04,Male,Cameroon,No,No,No,No,No,Yes,Yes,No,,
2006-06-29 17:18:44,c29d782b-2722-496e-9a36-d1ec2c6a6e9a,Katherine,Jones,2021-06-02,Female,Niue,"No, but I can co-lead and help the team leader",No,No,Maybe,No,Yes,Maybe,No,,
2012-07-14 08:00:19,9458054e-c287-4f06-9050-f7efc1235c91,Shane,Glass,1990-02-02,Male,North Macedonia,No,No,No,No,No,No,No,No,,
2025-01-09 21:30:10,a09151e0-f891-40c3-9d3f-487e52bdc661,Leslie,Gonzales,1982-05-08,Male,Norfolk Island,No,Maybe,Maybe,No,Yes,Yes,Maybe,No,,
2007-09-06 20:08:33,5a18e2a3-0e61-4bcd-9767-490046510367,William,Collins,1980-12-20,Male,Azerbaijan,"No, but I can co-lead and help the team leader",Maybe,Maybe,Maybe,Yes,Yes,Maybe,No,,
2009-05-09 14:34:11,dd3f7d7e-a508-4c95-93a4-a492497de16d,Tiffany,Davis,1992-06-26,Female,Hungary,No,Maybe,Maybe,Yes,No,Yes,Maybe,No,,
2011-09-27 08:11:25,bd29ede9-cab4-423b-b448-83858de7ad6c,Paula,Cole,2009-12-17,Female,Pakistan,No,No,No,No,No,No,No,No,,
2004-10-10 04:01:47,269ed4c9-8059-4b93-b9c2-d2e49ae1a991,Susan,Hayes,2010-01-20,Male,Taiwan,No,No,Yes,No,No,Yes,No,No,,
2008-09-17 04:29:02,a56895c6-812a-4f9b-9596-9802b6dd6257,Gerald,Wright,1979-10-29,Male,Kazakhstan,"No, but I can co-lead and help the team leader",Maybe,Maybe,Yes,Yes,Yes,Yes,No,,
2013-04-17 20:31:14,5f733a3e-5d28-4aa4-a8a3-97799c1c3517,Samantha,Hughes,2007-02-05,Male,Philippines,No,Maybe,Maybe,Yes,No,Yes,Yes,Yes,,
2015-03-02 19:45:15,55ab946d-a5b5-4dc2-a181-c85eca0ac6ac,Cameron,Davis,1999-04-25,Female,Finland,No,Yes,Maybe,No,No,Yes,No,No,,
2006-05-23 21:56:09,e806133c-f6e3-4356-a814-9562da003f16,Carrie,Hernandez,1950-12-20,Male,Panama,No,Maybe,Yes,No,No,Yes,No,No,,
2003-08-03 10:20:44,a7f333b3-f7ba-455e-8f6b-58c8598ddaec,Holly,Myers,1992-07-25,Male,Wallis and Futuna,"No, but I can co-lead and help the team leader",Yes,No,Yes,Yes,Yes,Yes,No,,
2002-02-23 23:30:56,caaa5bbe-a4bb-4962-a06e-0e1c8f158449,Mark,Anderson,2001-04-18,Female,Yemen,No,Yes,No,Yes,No,Yes,Maybe,No,,
